"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Quadrant","Survey","Survey Area","Time Searched","Microhabitat Type","Specimen Collected"
Rotation 1,1285,2013,11-Jun-13,SEN,NW,1,25X15,15,BC,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,NW,1,25X15,15,RR,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,NW,1,25X15,15,CL,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,SE,1,25X15,10,LS,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,SE,1,25X15,10,LH,C,
Rotation 1,1285,2013,11-Jun-13,SEN,SE,1,25X15,10,WPW,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,SE,1,25X15,10,WSB,C,
Rotation 1,1285,2013,11-Jun-13,SEN,SE,1,25X15,10,WDS,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,SE,1,25X15,10,WMF,None,
Rotation 1,1285,2013,11-Jun-13,SEN,SE,1,25X15,10,RR,None,
Rotation 1,1285,2013,11-Jun-13,SEN,SE,1,25X15,10,BC,C,
Rotation 1,1285,2013,11-Jun-13,SEN,SE,1,25X15,10,CL,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,SW,1,25X15,15,LS,C,
Rotation 1,1285,2013,11-Jun-13,SEN,SW,1,25X15,15,LH,C,
Rotation 1,1285,2013,11-Jun-13,SEN,SW,1,25X15,15,WDS,None,
Rotation 1,1285,2013,11-Jun-13,SEN,SW,1,25X15,15,WPW,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,SW,1,25X15,15,WSB,None,
Rotation 1,1285,2013,11-Jun-13,SEN,SW,1,25X15,15,WMF,None,
Rotation 1,1285,2013,11-Jun-13,SEN,SW,1,25X15,15,CL,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,SW,1,25X15,15,RR,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,SW,1,25X15,15,BC,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,NE,2,2X25,10,TD,C,
Rotation 1,1285,2013,11-Jun-13,SEN,NE,2,2X25,10,TS,None,
Rotation 1,1285,2013,11-Jun-13,SEN,NE,2,2X25,10,HB,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,NE,2,2X25,10,TC,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,NE,2,2X25,10,DM,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,NE,2,2X25,10,UC,None,
Rotation 1,1285,2013,11-Jun-13,SEN,NE,2,2X25,10,UO,None,
Rotation 1,1285,2013,11-Jun-13,SEN,NE,2,2X25,10,DC,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,NW,2,2X25,10,HB,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,NW,2,2X25,10,TC,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,NW,2,2X25,10,TS,C,
Rotation 1,1285,2013,11-Jun-13,SEN,NW,2,2X25,10,TD,C,
Rotation 1,1285,2013,11-Jun-13,SEN,NW,2,2X25,10,UO,None,
Rotation 1,1285,2013,11-Jun-13,SEN,NW,2,2X25,10,UC,None,
Rotation 1,1285,2013,11-Jun-13,SEN,NW,2,2X25,10,DC,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,NW,2,2X25,10,DM,None,
Rotation 1,1285,2013,11-Jun-13,SEN,SE,2,2X25,10,HB,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,SE,2,2X25,10,TS,None,
Rotation 1,1285,2013,11-Jun-13,SEN,SE,2,2X25,10,TC,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,SE,2,2X25,10,TD,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,SE,2,2X25,10,UO,None,
Rotation 1,1285,2013,11-Jun-13,SEN,SE,2,2X25,10,DC,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,SE,2,2X25,10,DM,None,
Rotation 1,1285,2013,11-Jun-13,SEN,SE,2,2X25,10,UC,C,
Rotation 1,1285,2013,11-Jun-13,SEN,SW,2,2X25,10,TD,C,
Rotation 1,1285,2013,11-Jun-13,SEN,SW,2,2X25,10,TC,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,SW,2,2X25,10,HB,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,SW,2,2X25,10,TS,None,
Rotation 1,1285,2013,11-Jun-13,SEN,SW,2,2X25,10,DM,C,
Rotation 1,1285,2013,11-Jun-13,SEN,SW,2,2X25,10,DC,VNA,
Rotation 1,1285,2013,11-Jun-13,SEN,SW,2,2X25,10,UO,C,
Rotation 1,1285,2013,11-Jun-13,SEN,SW,2,2X25,10,UC,None,
Rotation 1,1299,2014,14-Jun-14,RJA,NE,1,25X15,10,LH,C,
Rotation 1,1299,2014,14-Jun-14,RJA,NE,1,25X15,10,LS,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NE,1,25X15,10,WSB,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NE,1,25X15,10,WPW,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NE,1,25X15,10,WDS,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NE,1,25X15,10,WMF,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NE,1,25X15,10,BC,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NE,1,25X15,10,RR,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NE,1,25X15,10,CL,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NW,1,25X15,10,LS,C,
Rotation 1,1299,2014,14-Jun-14,RJA,NW,1,25X15,10,LH,C,
Rotation 1,1299,2014,14-Jun-14,RJA,NW,1,25X15,10,WPW,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NW,1,25X15,10,WDS,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NW,1,25X15,10,WSB,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NW,1,25X15,10,WMF,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NW,1,25X15,10,RR,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NW,1,25X15,10,CL,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NW,1,25X15,10,BC,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,SE,1,25X15,25,LS,C,
Rotation 1,1299,2014,14-Jun-14,RJA,SE,1,25X15,25,LH,C,
Rotation 1,1299,2014,14-Jun-14,RJA,SE,1,25X15,25,WMF,C,
Rotation 1,1299,2014,14-Jun-14,RJA,SE,1,25X15,25,WSB,C,
Rotation 1,1299,2014,14-Jun-14,RJA,SE,1,25X15,25,WDS,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,SE,1,25X15,25,WPW,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,SE,1,25X15,25,BC,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,SE,1,25X15,25,RR,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,SE,1,25X15,25,CL,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,SW,1,25X15,25,LH,C,
Rotation 1,1299,2014,14-Jun-14,RJA,SW,1,25X15,25,LS,C,
Rotation 1,1299,2014,14-Jun-14,RJA,SW,1,25X15,25,WPW,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,SW,1,25X15,25,WDS,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,SW,1,25X15,25,WSB,C,
Rotation 1,1299,2014,14-Jun-14,RJA,SW,1,25X15,25,WMF,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,SW,1,25X15,25,CL,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,SW,1,25X15,25,RR,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,SW,1,25X15,25,BC,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NE,2,2X25,10,TD,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NE,2,2X25,10,HB,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NE,2,2X25,10,TC,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NE,2,2X25,10,TS,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NE,2,2X25,10,DC,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NE,2,2X25,10,DM,C,
Rotation 1,1299,2014,14-Jun-14,RJA,NE,2,2X25,10,UC,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NE,2,2X25,10,UO,C,
Rotation 1,1299,2014,14-Jun-14,RJA,NW,2,2X25,10,TD,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NW,2,2X25,10,TC,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NW,2,2X25,10,HB,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NW,2,2X25,10,TS,C,
Rotation 1,1299,2014,14-Jun-14,RJA,NW,2,2X25,10,UC,C,
Rotation 1,1299,2014,14-Jun-14,RJA,NW,2,2X25,10,UO,C,
Rotation 1,1299,2014,14-Jun-14,RJA,NW,2,2X25,10,DC,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,NW,2,2X25,10,DM,C,
Rotation 1,1299,2014,14-Jun-14,RJA,SE,2,2X25,10,TD,C,
Rotation 1,1299,2014,14-Jun-14,RJA,SE,2,2X25,10,TC,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,SE,2,2X25,10,TS,C,
Rotation 1,1299,2014,14-Jun-14,RJA,SE,2,2X25,10,HB,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,SE,2,2X25,10,DC,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,SE,2,2X25,10,UO,C,
Rotation 1,1299,2014,14-Jun-14,RJA,SE,2,2X25,10,UC,C,
Rotation 1,1299,2014,14-Jun-14,RJA,SE,2,2X25,10,DM,C,
Rotation 1,1299,2014,14-Jun-14,RJA,SW,2,2X25,10,TS,C,
Rotation 1,1299,2014,14-Jun-14,RJA,SW,2,2X25,10,TC,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,SW,2,2X25,10,TD,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,SW,2,2X25,10,HB,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,SW,2,2X25,10,UC,C,
Rotation 1,1299,2014,14-Jun-14,RJA,SW,2,2X25,10,UO,C,
Rotation 1,1299,2014,14-Jun-14,RJA,SW,2,2X25,10,DC,VNA,
Rotation 1,1299,2014,14-Jun-14,RJA,SW,2,2X25,10,DM,C,
Rotation 1,1300,2019,27-May-19,JPI,NE,1,25X15,5,LS,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NE,1,25X15,5,LH,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NE,1,25X15,5,WPW,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NE,1,25X15,5,WSB,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NE,1,25X15,5,WDS,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NE,1,25X15,5,WMF,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NE,1,25X15,5,BC,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NE,1,25X15,5,CL,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NE,1,25X15,5,RR,None,
Rotation 1,1300,2019,27-May-19,JPI,NW,1,25X15,5,LS,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NW,1,25X15,5,LH,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NW,1,25X15,5,WMF,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NW,1,25X15,5,WSB,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NW,1,25X15,5,WPW,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NW,1,25X15,5,WDS,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NW,1,25X15,5,RR,None,
Rotation 1,1300,2019,27-May-19,JPI,NW,1,25X15,5,CL,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NW,1,25X15,5,BC,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SE,1,25X15,5,LH,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SE,1,25X15,5,LS,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SE,1,25X15,5,WPW,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SE,1,25X15,5,WMF,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SE,1,25X15,5,WDS,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SE,1,25X15,5,WSB,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SE,1,25X15,5,BC,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SE,1,25X15,5,CL,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SE,1,25X15,5,RR,None,
Rotation 1,1300,2019,27-May-19,JPI,SW,1,25X15,5,LH,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SW,1,25X15,5,LS,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SW,1,25X15,5,WDS,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SW,1,25X15,5,WSB,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SW,1,25X15,5,WMF,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SW,1,25X15,5,WPW,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SW,1,25X15,5,RR,None,
Rotation 1,1300,2019,27-May-19,JPI,NE,2,2X25,10,TS,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SW,1,25X15,5,BC,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SW,1,25X15,5,CL,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NE,2,2X25,10,HB,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NE,2,2X25,10,TD,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NE,2,2X25,10,TC,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NE,2,2X25,10,DM,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NE,2,2X25,10,UO,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NE,2,2X25,10,UC,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NE,2,2X25,10,DC,None,
Rotation 1,1300,2019,27-May-19,JPI,NW,2,2X25,10,TS,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NW,2,2X25,10,TC,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NW,2,2X25,10,TD,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NW,2,2X25,10,HB,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NW,2,2X25,10,UO,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NW,2,2X25,10,DC,None,
Rotation 1,1300,2019,27-May-19,JPI,NW,2,2X25,10,DM,VNA,
Rotation 1,1300,2019,27-May-19,JPI,NW,2,2X25,10,UC,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SE,2,2X25,10,HB,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SE,2,2X25,10,TS,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SE,2,2X25,10,TC,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SE,2,2X25,10,TD,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SE,2,2X25,10,DC,None,
Rotation 1,1300,2019,27-May-19,JPI,SE,2,2X25,10,UO,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SE,2,2X25,10,UC,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SE,2,2X25,10,DM,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SW,2,2X25,10,HB,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SW,2,2X25,10,TD,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SW,2,2X25,10,TC,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SW,2,2X25,10,TS,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SW,2,2X25,10,UO,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SW,2,2X25,10,DC,None,
Rotation 1,1300,2019,27-May-19,JPI,SW,2,2X25,10,DM,VNA,
Rotation 1,1300,2019,27-May-19,JPI,SW,2,2X25,10,UC,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NE,1,25X15,5,LH,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NE,1,25X15,5,LS,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NE,1,25X15,5,WSB,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NE,1,25X15,5,WDS,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NE,1,25X15,5,WPW,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NE,1,25X15,5,WMF,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NE,1,25X15,5,CL,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NE,1,25X15,5,RR,None,
Rotation 1,1301,2019,28-May-19,JPI,NE,1,25X15,5,BC,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NW,1,25X15,5,LH,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NW,1,25X15,5,LS,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NW,1,25X15,5,WDS,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NW,1,25X15,5,WPW,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NW,1,25X15,5,WSB,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NW,1,25X15,5,WMF,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NW,1,25X15,5,BC,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NW,1,25X15,5,RR,None,
Rotation 1,1301,2019,28-May-19,JPI,NW,1,25X15,5,CL,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SE,1,25X15,5,LH,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SE,1,25X15,5,LS,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SE,1,25X15,5,WDS,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SE,1,25X15,5,WPW,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SE,1,25X15,5,WMF,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SE,1,25X15,5,WSB,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SE,1,25X15,5,BC,None,
Rotation 1,1301,2019,28-May-19,JPI,SE,1,25X15,5,CL,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SE,1,25X15,5,RR,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SW,1,25X15,25,LH,None,
Rotation 1,1301,2019,28-May-19,JPI,SW,1,25X15,25,LS,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SW,1,25X15,25,WMF,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SW,1,25X15,25,WPW,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SW,1,25X15,25,WSB,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SW,1,25X15,25,WDS,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SW,1,25X15,25,BC,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NE,2,2X25,10,TC,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SW,1,25X15,25,CL,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SW,1,25X15,25,RR,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NE,2,2X25,10,TD,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NE,2,2X25,10,HB,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NE,2,2X25,10,TS,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NE,2,2X25,10,DM,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NE,2,2X25,10,UO,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NE,2,2X25,10,UC,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NE,2,2X25,10,DC,None,
Rotation 1,1301,2019,28-May-19,JPI,NW,2,2X25,10,TS,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NW,2,2X25,10,HB,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NW,2,2X25,10,TD,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NW,2,2X25,10,TC,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NW,2,2X25,10,UC,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NW,2,2X25,10,DC,None,
Rotation 1,1301,2019,28-May-19,JPI,NW,2,2X25,10,DM,VNA,
Rotation 1,1301,2019,28-May-19,JPI,NW,2,2X25,10,UO,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SE,2,2X25,10,TC,None,
Rotation 1,1301,2019,28-May-19,JPI,SE,2,2X25,10,HB,None,
Rotation 1,1301,2019,28-May-19,JPI,SE,2,2X25,10,TS,None,
Rotation 1,1301,2019,28-May-19,JPI,SE,2,2X25,10,TD,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SE,2,2X25,10,UC,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SE,2,2X25,10,DM,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SE,2,2X25,10,DC,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SE,2,2X25,10,UO,C,
Rotation 1,1301,2019,28-May-19,JPI,SW,2,2X25,10,TD,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SW,2,2X25,10,TC,C,
Rotation 1,1301,2019,28-May-19,JPI,SW,2,2X25,10,TS,None,
Rotation 1,1301,2019,28-May-19,JPI,SW,2,2X25,10,HB,None,
Rotation 1,1301,2019,28-May-19,JPI,SW,2,2X25,10,UC,None,
Rotation 1,1301,2019,28-May-19,JPI,SW,2,2X25,10,DM,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SW,2,2X25,10,DC,VNA,
Rotation 1,1301,2019,28-May-19,JPI,SW,2,2X25,10,UO,None,
Rotation 1,1302,2019,29-May-19,JPI,NE,1,25X15,5,LS,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NE,1,25X15,5,LH,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NE,1,25X15,5,WDS,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NE,1,25X15,5,WSB,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NE,1,25X15,5,WPW,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NE,1,25X15,5,WMF,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NE,1,25X15,5,RR,None,
Rotation 1,1302,2019,29-May-19,JPI,NE,1,25X15,5,BC,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NE,1,25X15,5,CL,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NW,1,25X15,5,LS,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NW,1,25X15,5,LH,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NW,1,25X15,5,WDS,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NW,1,25X15,5,WSB,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NW,1,25X15,5,WPW,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NW,1,25X15,5,WMF,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NW,1,25X15,5,CL,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NW,1,25X15,5,BC,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NW,1,25X15,5,RR,None,
Rotation 1,1302,2019,29-May-19,JPI,SE,1,25X15,5,LS,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SE,1,25X15,5,LH,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SE,1,25X15,5,WDS,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SE,1,25X15,5,WSB,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SE,1,25X15,5,WPW,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SE,1,25X15,5,WMF,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SE,1,25X15,5,RR,None,
Rotation 1,1302,2019,29-May-19,JPI,SE,1,25X15,5,CL,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SE,1,25X15,5,BC,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SW,1,25X15,5,LS,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SW,1,25X15,5,LH,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SW,1,25X15,5,WPW,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SW,1,25X15,5,WDS,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SW,1,25X15,5,WSB,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SW,1,25X15,5,WMF,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NE,2,2X25,10,HB,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SW,1,25X15,5,RR,None,
Rotation 1,1302,2019,29-May-19,JPI,SW,1,25X15,5,CL,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SW,1,25X15,5,BC,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NE,2,2X25,10,TS,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NE,2,2X25,10,TC,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NE,2,2X25,10,TD,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NE,2,2X25,10,DM,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NE,2,2X25,10,DC,None,
Rotation 1,1302,2019,29-May-19,JPI,NE,2,2X25,10,UO,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NE,2,2X25,10,UC,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NW,2,2X25,10,TC,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NW,2,2X25,10,TS,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NW,2,2X25,10,HB,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NW,2,2X25,10,TD,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NW,2,2X25,10,UC,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NW,2,2X25,10,UO,VNA,
Rotation 1,1302,2019,29-May-19,JPI,NW,2,2X25,10,DC,None,
Rotation 1,1302,2019,29-May-19,JPI,NW,2,2X25,10,DM,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SE,2,2X25,10,TD,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SE,2,2X25,10,TC,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SE,2,2X25,10,TS,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SE,2,2X25,10,HB,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SE,2,2X25,10,UC,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SE,2,2X25,10,DM,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SE,2,2X25,10,UO,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SE,2,2X25,10,DC,None,
Rotation 1,1302,2019,29-May-19,JPI,SW,2,2X25,10,HB,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SW,2,2X25,10,TC,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SW,2,2X25,10,TD,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SW,2,2X25,10,TS,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SW,2,2X25,10,UO,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SW,2,2X25,10,DC,None,
Rotation 1,1302,2019,29-May-19,JPI,SW,2,2X25,10,DM,VNA,
Rotation 1,1302,2019,29-May-19,JPI,SW,2,2X25,10,UC,VNA,
Rotation 1,1303,2009,17-Jun-09,BJO,NE,1,25X15,5,LS,VNA,
Rotation 1,1303,2009,17-Jun-09,BJO,NE,1,25X15,5,LH,VNA,
