"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Identification Date","Identification Analyst","Advanced ID Date","Advanced ID Analyst","Microhabitat Type","Plot Number","Common Name","Scientific Name","Taxonomic Resolution","Unique Taxonomic Identification Number"
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,1,VNA,Ceratodon,Genus,99000319,
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,1,VNA,Bryum,Genus,99000545,
Rotation 1,1191,2008,19-Jun-08,KBR,27-Aug-08,VEV,DNC,DNC,UH,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,TD,2,VNA,Bryum argenteum,Species,99001220,
Rotation 1,1191,2008,19-Jun-08,KBR,27-Aug-08,VEV,DNC,DNC,TD,2,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,2,SNI,SNI,VNA,VNA,
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,2,VNA,Bryum,Genus,99000545,
Rotation 1,1191,2008,19-Jun-08,KBR,27-Aug-08,VEV,DNC,DNC,UH,2,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,2,VNA,Bryum,Genus,99000545,
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,TD,3,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,TD,3,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,3,VNA,Ceratodon,Genus,99000319,
Rotation 1,1191,2008,19-Jun-08,KBR,27-Aug-08,VEV,DNC,DNC,UH,3,Hairy Screw Moss,Syntrichia ruralis,Species,99000708,
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,3,SNI,SNI,VNA,VNA,
Rotation 1,1191,2008,19-Jun-08,KBR,27-Aug-08,VEV,DNC,DNC,UH,3,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1191,2008,19-Jun-08,KBR,27-Aug-08,VEV,DNC,DNC,UH,4,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,4,Juniper Polytrichum Moss,Polytrichum juniperinum,Species,99000866,
Rotation 1,1191,2008,19-Jun-08,KBR,27-Aug-08,VEV,DNC,DNC,UH,4,Hairy Screw Moss,Syntrichia ruralis,Species,99000708,
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,4,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,4,VNA,Bryum,Genus,99000545,
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,4,VNA,Brachythecium,Genus,99000537,
Rotation 1,1191,2008,19-Jun-08,KBR,27-Aug-08,VEV,DNC,DNC,UH,5,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1191,2008,19-Jun-08,KBR,27-Aug-08,VEV,DNC,DNC,UH,5,Hairy Screw Moss,Syntrichia ruralis,Species,99000708,
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,6,VNA,Bryum,Genus,99000545,
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,6,VNA,Bryum,Genus,99000545,
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,6,VNA,Brachythecium,Genus,99000537,
Rotation 1,1191,2008,19-Jun-08,KBR,27-Aug-08,VEV,DNC,DNC,UH,6,Hairy Screw Moss,Syntrichia ruralis,Species,99000708,
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,6,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1191,2008,19-Jun-08,KBR,27-Aug-08,VEV,DNC,DNC,UH,6,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1192,2008,19-Jun-08,KBR,27-Aug-08,NBO,DNC,DNC,LH,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1192,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,LS,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1192,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,LS,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1192,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,LS,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1192,2008,19-Jun-08,KBR,26-Aug-08,NBO,DNC,DNC,LS,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1192,2008,19-Jun-08,KBR,27-Aug-08,NBO,DNC,DNC,TD,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1192,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,1,VNA,Bryum,Genus,99000545,
Rotation 1,1192,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,1,VNA,Bryum,Genus,99000545,
Rotation 1,1192,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1192,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,LH,2,VNA,Dicranum,Genus,99000324,
Rotation 1,1192,2008,19-Jun-08,KBR,2-Aug-09,LML,DNC,DNC,LH,2,VNA,Bryum,Genus,99000545,
Rotation 1,1192,2008,19-Jun-08,KBR,3-Aug-09,LML,DNC,DNC,LH,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1192,2008,19-Jun-08,KBR,27-Aug-08,NBO,DNC,DNC,LS,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1192,2008,19-Jun-08,KBR,27-Aug-08,NBO,DNC,DNC,TD,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1192,2008,19-Jun-08,KBR,26-Aug-08,NBO,DNC,DNC,UH,2,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1192,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,2,VNA,Bryum,Genus,99000545,
Rotation 1,1192,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1192,2008,19-Jun-08,KBR,27-Aug-08,NBO,DNC,DNC,LS,3,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1192,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,LS,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1192,2008,19-Jun-08,KBR,27-Aug-08,NBO,DNC,DNC,TD,3,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1192,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1192,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1192,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,3,SNI,SNI,VNA,VNA,
Rotation 1,1192,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1192,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1192,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,3,VNA,Bryum,Genus,99000545,
Rotation 1,1192,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,3,VNA,Bryum,Genus,99000545,
Rotation 1,1192,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,3,SNI,SNI,VNA,VNA,
Rotation 1,1192,2008,19-Jun-08,KBR,26-Aug-08,NBO,DNC,DNC,UH,3,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1192,2008,19-Jun-08,KBR,26-Aug-08,NBO,DNC,DNC,UH,3,VNA,Marchantia polymorpha,Species,99001013,
Rotation 1,1192,2008,19-Jun-08,KBR,26-Aug-08,NBO,DNC,DNC,UH,4,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1192,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,4,VNA,Brachythecium,Genus,99000537,
Rotation 1,1192,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,4,VNA,Brachythecium,Genus,99000537,
Rotation 1,1192,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,5,VNA,Bryum,Genus,99000545,
Rotation 1,1192,2008,19-Jun-08,KBR,26-Aug-08,NBO,DNC,DNC,UH,5,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1222,2008,15-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,TD,1,VNA,Haplocladium microphyllum,Species,99001215,
Rotation 1,1222,2008,15-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,TD,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1222,2008,15-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,TD,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1222,2008,15-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,UH,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1222,2008,15-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,UH,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1222,2008,15-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,UH,2,VNA,Bryum,Genus,99000545,
Rotation 1,1222,2008,15-Jun-08,KBR,20-Aug-08,EE,DNC,DNC,UH,2,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1222,2008,15-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,UH,2,VNA,Bryum,Genus,99000545,
Rotation 1,1222,2008,15-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,UH,2,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1222,2008,15-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,UH,2,VNA,Bryum,Genus,99000545,
Rotation 1,1222,2008,15-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,UH,2,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1222,2008,15-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,UH,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1222,2008,15-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,UH,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1222,2008,15-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,UH,3,VNA,Drepanocladus aduncus,Species,99001109,
Rotation 1,1222,2008,15-Jun-08,KBR,20-Aug-08,EE,DNC,DNC,UH,3,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1222,2008,15-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,UH,5,VNA,Leptodictyum riparium,Species,99000977,
Rotation 1,1223,2008,16-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,TD,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1223,2008,16-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,TD,1,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1223,2008,16-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,1,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1223,2008,16-Jul-08,KBR,26-Aug-08,EE,DNC,DNC,UH,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1223,2008,16-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,1,VNA,Bryum,Genus,99000545,
Rotation 1,1223,2008,16-Jul-08,KBR,26-Aug-08,EE,DNC,DNC,UH,1,Hairy Screw Moss,Syntrichia ruralis,Species,99000708,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WMF,1,VNA,Drepanocladus aduncus,Species,99001109,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WMF,1,VNA,Drepanocladus aduncus,Species,99001109,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WMF,1,VNA,Bryum,Genus,99000545,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WSB,1,VNA,Campylium stellatum,Species,99001144,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WSB,1,VNA,Bryum,Genus,99000545,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WSB,1,VNA,Drepanocladus aduncus,Species,99001109,
Rotation 1,1224,2008,20-Jun-08,KBR,21-Aug-08,RCA,DNC,DNC,WSB,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WMF,2,VNA,Bryum,Genus,99000545,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WMF,2,VNA,Drepanocladus aduncus,Species,99001109,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WSB,2,VNA,Drepanocladus aduncus,Species,99001109,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WSB,2,VNA,Bryum,Genus,99000545,
Rotation 1,1224,2008,20-Jun-08,KBR,21-Aug-08,RCA,DNC,DNC,WSB,2,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WSB,3,VNA,Bryum,Genus,99000545,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WSB,3,VNA,Drepanocladus aduncus,Species,99001109,
Rotation 1,1224,2008,20-Jun-08,KBR,21-Aug-08,RCA,DNC,DNC,WSB,3,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WSB,4,VNA,Drepanocladus aduncus,Species,99001109,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WSB,4,VNA,Bryum,Genus,99000545,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WSB,4,VNA,Drepanocladus aduncus,Species,99001109,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WMF,5,VNA,Drepanocladus aduncus,Species,99001109,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WMF,5,VNA,Bryum,Genus,99000545,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WSB,5,VNA,Drepanocladus aduncus,Species,99001109,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WSB,5,VNA,Bryum,Genus,99000545,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WSB,5,VNA,Drepanocladus aduncus,Species,99001109,
Rotation 1,1224,2008,20-Jun-08,KBR,21-Aug-08,RCA,DNC,DNC,WSB,5,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WMF,6,VNA,Drepanocladus aduncus,Species,99001109,
Rotation 1,1224,2008,20-Jun-08,KBR,26-Aug-09,JCD,DNC,DNC,WSB,6,VNA,Bryum,Genus,99000545,
Rotation 1,1224,2008,20-Jun-08,KBR,21-Aug-08,RCA,DNC,DNC,WSB,6,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,DM,1,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,DM,1,Juniper Polytrichum Moss,Polytrichum juniperinum,Species,99000866,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,DM,1,VNA,Plagiomnium medium,Species,99000962,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,DM,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,DM,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,DM,1,VNA,Bryum,Genus,99000545,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,DM,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,DM,1,SNI,SNI,VNA,VNA,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,DM,1,VNA,Hypnum lindbergii,Species,99001079,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,DM,1,VNA,Plagiomnium medium,Species,99000962,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LH,1,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LH,1,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1353,2008,03-Jul-08,MPA,31-Aug-09,JCD,DNC,DNC,LS,1,Fuscous Moss,Dicranum fuscescens,Species,99000331,
Rotation 1,1353,2008,03-Jul-08,MPA,31-Aug-09,JCD,DNC,DNC,LS,1,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-09,LML,DNC,DNC,LS,1,VNA,Lophozia ascendens,Species,99000991,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-09,LML,DNC,DNC,LS,1,VNA,Geocalyx graveolens,Species,99001028,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,1,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,LS,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,LS,1,Wavy Dicranum,Dicranum polysetum,Species,99000334,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,LS,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,1,Common Hair-cap,Polytrichum commune,Species,99000865,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,1,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,1,Tufted Moss,Aulacomnium palustre,Species,99001296,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,1,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,1,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,1,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,TC,1,Wavy Dicranum,Dicranum polysetum,Species,99000334,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,TC,1,SNI,SNI,VNA,VNA,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,TC,1,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,TC,1,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,TC,1,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,TC,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,TD,1,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,TD,1,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,TD,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,TD,1,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,TD,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,UH,1,Common Hair-cap,Polytrichum commune,Species,99000865,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,UH,1,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,UH,1,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,1,Wavy Dicranum,Dicranum polysetum,Species,99000334,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,UH,1,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,2,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,LS,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,LS,2,Wavy Dicranum,Dicranum polysetum,Species,99000334,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,2,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,2,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,2,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,TC,2,VNA,Ptilidium pulcherrimum,Species,99000893,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,2,VNA,Ptilidium pulcherrimum,Species,99000893,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,UH,2,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,UH,2,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,UH,2,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,2,Common Hair-cap,Polytrichum commune,Species,99000865,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,2,Wavy Dicranum,Dicranum polysetum,Species,99000334,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,UH,2,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,3,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,3,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,3,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,3,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,LS,3,Wavy Dicranum,Dicranum polysetum,Species,99000334,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,LS,3,Common Hair-cap,Polytrichum commune,Species,99000865,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,UH,3,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,UH,3,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1353,2008,03-Jul-08,MPA,19-Aug-08,MPA,DNC,DNC,UH,3,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,3,VNA,Lepidozia reptans,Species,99000975,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,3,VNA,Lophocolea minor,Species,99000989,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,3,VNA,Pohlia,Genus,99000649,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,3,VNA,Pohlia cruda,Species,99000853,
Rotation 1,1353,2008,03-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,UH,3,VNA,Pohlia cruda,Species,99000853,
