"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Quadrant","Stratum","Identification Date","Identification Analyst","Common Name","Scientific Name","Taxonomic Resolution","Unique Taxonomic Identification Number","Identification Qualifier ","Qualifier Taxonomic Rank "
Rotation 1,1302,2019,29-May-19,JPI,SW,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1303,2009,17-Jul-09,BJO,NE,Upland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1303,2009,17-Jul-09,BJO,NE,Log/Stump,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1303,2009,17-Jul-09,BJO,NE,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1303,2009,17-Jul-09,BJO,NE,Tree/Other,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1303,2009,17-Jul-09,BJO,NE,Wetland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1303,2009,17-Jul-09,BJO,NW,Log/Stump,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1303,2009,17-Jul-09,BJO,NW,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1303,2009,17-Jul-09,BJO,NW,Tree/Other,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1303,2009,17-Jul-09,BJO,NW,Upland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1303,2009,17-Jul-09,BJO,NW,Wetland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1303,2009,17-Jul-09,BJO,SE,Log/Stump,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1303,2009,17-Jul-09,BJO,SE,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1303,2009,17-Jul-09,BJO,SE,Tree/Other,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1303,2009,17-Jul-09,BJO,SE,Upland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1303,2009,17-Jul-09,BJO,SE,Wetland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1303,2009,17-Jul-09,BJO,SW,Log/Stump,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1303,2009,17-Jul-09,BJO,SW,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1303,2009,17-Jul-09,BJO,SW,Tree/Other,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1303,2009,17-Jul-09,BJO,SW,Upland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1303,2009,17-Jul-09,BJO,SW,Wetland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,NE,Upland,03-Jan-12,EFE,VNA,Bryum,Genus,99000545,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,NE,Upland,03-Jan-12,EFE,Horned-leaved Earth Moss,Tortula acaulon,Species,99000948,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,NE,Upland,03-Jan-12,EFE,VNA,Pottiaceae,Family,99000466,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,NE,Upland,03-Jan-12,EFE,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,NE,Upland,03-Jan-12,EFE,VNA,Bryum,Genus,99000545,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,NE,Upland,03-Jan-12,EFE,VNA,Bryum,Genus,99000545,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,NE,Wetland,03-Jan-12,EFE,SNI,SNI,VNA,VNA,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,NE,Wetland,03-Jan-12,EFE,VNA,Bryum,Genus,99000545,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,NE,Wetland,03-Jan-12,EFE,VNA,Brachythecium,Genus,99000537,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,NW,Upland,03-Jan-12,EFE,VNA,Pterygoneurum,Genus,99000660,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,NW,Upland,03-Jan-12,EFE,SNR,SNR,VNA,VNA,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,NW,Upland,03-Jan-12,EFE,VNA,Bryum,Genus,99000545,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,NW,Upland,03-Jan-12,EFE,VNA,Brachythecium,Genus,99000537,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,NW,Upland,03-Jan-12,EFE,VNA,Bryum,Genus,99000545,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,NW,Upland,03-Jan-12,EFE,VNA,Bryum,Genus,99000545,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,NW,Wetland,03-Jan-12,EFE,VNA,Brachythecium,Genus,99000537,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,SE,Upland,22-Aug-11,MBO,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,SE,Upland,03-Jan-12,EFE,VNA,Bryum,Genus,99000545,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,SE,Upland,03-Jan-12,EFE,VNA,Bryum,Genus,99000545,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,SE,Upland,03-Jan-12,EFE,VNA,Bryum,Genus,99000545,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,SW,Upland,03-Jan-12,EFE,SNI,SNI,VNA,VNA,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,SW,Upland,03-Jan-12,EFE,SNR,SNR,VNA,VNA,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,SW,Upland,03-Jan-12,EFE,VNA,Bryum,Genus,99000545,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,SW,Upland,03-Jan-12,EFE,VNA,Bryum,Genus,99000545,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,SW,Upland,03-Jan-12,EFE,VNA,Abietinella abietina,Species,99001263,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,SW,Upland,03-Jan-12,EFE,SNR,SNR,VNA,VNA,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,SW,Upland,22-Aug-11,MBO,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,SW,Upland,03-Jan-12,EFE,Hairy Screw Moss,Syntrichia ruralis,Species,99000708,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,SW,Upland,03-Jan-12,EFE,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,SW,Upland,03-Jan-12,EFE,VNA,Bryum,Genus,99000545,VNA,VNA,
Rotation 1,1304,2011,26-May-11,MBO,SW,Upland,03-Jan-12,EFE,VNA,Brachythecium,Genus,99000537,VNA,VNA,
Rotation 1,1305,2009,18-Jul-09,BJO,NE,Log/Stump,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1305,2009,18-Jul-09,BJO,NE,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1305,2009,18-Jul-09,BJO,NE,Tree/Other,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1305,2009,18-Jul-09,BJO,NE,Upland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1305,2009,18-Jul-09,BJO,NE,Wetland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1305,2009,18-Jul-09,BJO,NW,Log/Stump,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1305,2009,18-Jul-09,BJO,NW,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1305,2009,18-Jul-09,BJO,NW,Tree/Other,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1305,2009,18-Jul-09,BJO,NW,Upland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1305,2009,18-Jul-09,BJO,NW,Wetland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Log/Stump,26-Oct-10,EFE,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Log/Stump,26-Oct-10,EFE,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Log/Stump,26-Oct-10,EFE,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Log/Stump,26-Oct-10,EFE,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Log/Stump,26-Oct-10,EFE,VNA,Orthotrichum speciosum,Species,99000940,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Log/Stump,26-Oct-10,EFE,Sickle-leaved Hook-moss,Sanionia uncinata,Species,99000804,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Log/Stump,26-Oct-10,EFE,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Log/Stump,26-Oct-10,EFE,VNA,Brachythecium,Genus,99000537,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Log/Stump,26-Aug-09,BJO,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Log/Stump,26-Aug-09,BJO,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Log/Stump,26-Oct-10,EFE,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Rock,26-Oct-10,EFE,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Rock,27-Aug-09,BJO,Sickle-leaved Hook-moss,Sanionia uncinata,Species,99000804,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Rock,26-Oct-10,EFE,VNA,Brachythecium,Genus,99000537,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Rock,26-Oct-10,EFE,VNA,Orthotrichum speciosum,Species,99000940,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Rock,26-Oct-10,EFE,Cord Moss,Eurhynchiastrum pulchellum,Species,99001127,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Rock,26-Oct-10,EFE,VNA,Brachythecium,Genus,99000537,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Rock,26-Aug-09,BJO,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Rock,26-Aug-09,BJO,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Rock,26-Oct-10,EFE,Lesser Crestwort,Lophocolea minor,Species,99000989,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Tree/Other,27-Aug-09,BJO,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Rock,26-Oct-10,EFE,Lesser Tamarisk-moss,Thuidium recognitum,Species,99000757,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Tree/Other,26-Oct-10,EFE,Hairy Screw Moss,Syntrichia ruralis,Species,99000708,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Tree/Other,26-Oct-10,EFE,VNA,Bryum,Genus,99000545,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Tree/Other,26-Oct-10,EFE,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Tree/Other,26-Oct-10,EFE,VNA,Brachythecium,Genus,99000537,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Tree/Other,26-Oct-10,EFE,VNA,Brachythecium,Genus,99000537,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Tree/Other,26-Oct-10,EFE,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Tree/Other,26-Oct-10,EFE,VNA,Orthotrichum speciosum,Species,99000940,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Tree/Other,26-Oct-10,EFE,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Tree/Other,26-Oct-10,EFE,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Upland,26-Oct-10,EFE,Lesser Tamarisk-moss,Thuidium recognitum,Species,99000757,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Upland,26-Oct-10,EFE,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Upland,26-Oct-10,EFE,VNA,Brachythecium,Genus,99000537,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Upland,27-Aug-09,BJO,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Upland,27-Aug-09,BJO,Sickle-leaved Hook-moss,Sanionia uncinata,Species,99000804,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Upland,26-Oct-10,EFE,VNA,Brachythecium,Genus,99000537,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Upland,27-Aug-09,BJO,Cord Moss,Eurhynchiastrum pulchellum,Species,99001127,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Upland,26-Oct-10,EFE,Sickle-leaved Hook-moss,Sanionia uncinata,Species,99000804,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Upland,26-Oct-10,EFE,Sharp Twisted Moss,Tortula mucronifolia,Species,99000769,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Upland,26-Oct-10,EFE,VNA,Bryum,Genus,99000545,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Upland,26-Oct-10,EFE,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Upland,26-Oct-10,EFE,VNA,Brachythecium,Genus,99000537,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Upland,26-Oct-10,EFE,Cord Moss,Eurhynchiastrum pulchellum,Species,99001127,VNA,VNA,
Rotation 1,1305,2009,18-Jun-09,BJO,SE,Upland,27-Aug-09,BJO,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1305,2009,18-Jul-09,BJO,SE,Wetland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1305,2009,18-Jul-09,BJO,SW,Log/Stump,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1305,2009,18-Jul-09,BJO,SW,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1305,2009,18-Jul-09,BJO,SW,Tree/Other,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1305,2009,18-Jul-09,BJO,SW,Upland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1305,2009,18-Jul-09,BJO,SW,Wetland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,12-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,29-Jan-15,KWI2,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,29-Jan-15,KWI2,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,12-Aug-13,SVE,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,29-Jan-15,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Tinyleaf Small Plume Moss,Haplocladium microphyllum,Species,99001215,cf.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,12-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,12-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,29-Jan-15,KWI2,Cord Moss,Eurhynchiastrum pulchellum,Species,99001127,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,12-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,12-Aug-13,SVE,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,12-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,12-Aug-13,RCA2,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,RCA2,VNA,Brachythecium rutabulum,Species,99001207,cf.,Species,
Rotation 1,1306,2013,28-May-13,SVE,SW,Log/Stump,13-Aug-13,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Rock,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Tree/Other,09-Aug-13,RCA2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Tree/Other,12-Aug-13,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Tree/Other,12-Aug-13,KWI2,VNA,Brachythecium salebrosum,Species,99001208,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Tree/Other,12-Aug-13,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Tree/Other,09-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,SW,Tree/Other,12-Aug-13,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Tree/Other,09-Aug-13,SVE,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Tree/Other,29-Jan-15,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Tree/Other,29-Jan-15,KWI2,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Tree/Other,29-Jan-15,KWI2,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,SW,Tree/Other,29-Jan-15,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Tree/Other,09-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,SW,Tree/Other,09-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,SW,Tree/Other,09-Aug-13,RCA2,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Tree/Other,29-Jan-15,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Tree/Other,12-Aug-13,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Tree/Other,12-Aug-13,KWI2,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Tree/Other,29-Jan-15,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Tree/Other,29-Jan-15,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Tree/Other,29-Jan-15,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Tree/Other,09-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,SW,Upland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Wetland,29-Jan-15,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Wetland,29-Jan-15,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Wetland,29-Jan-15,KWI2,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Wetland,12-Aug-13,RCA2,VNA,Drepanocladus,Genus,99000279,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Wetland,29-Jan-15,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Wetland,29-Jan-15,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Wetland,12-Aug-13,RCA2,VNA,Bryum,Genus,99000545,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,SW,Wetland,12-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,SW,Wetland,13-Aug-13,KWI2,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Wetland,29-Jan-15,KWI2,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Wetland,29-Jan-15,KWI2,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Wetland,13-Aug-13,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Wetland,12-Aug-13,SVE,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Wetland,13-Aug-13,KWI2,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Wetland,13-Aug-13,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Wetland,29-Jan-15,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Wetland,12-Aug-13,SVE,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,SW,Wetland,29-Jan-15,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NE,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NE,Rock,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NE,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NE,Upland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NE,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Log/Stump,09-Aug-13,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Log/Stump,29-Jan-15,KWI2,Knieff's Feather-moss,Leptodictyum riparium,Species,99000977,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Log/Stump,09-Aug-13,SVE,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1306,2013,28-May-13,SVE,NW,Log/Stump,09-Aug-13,KWI2,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Log/Stump,09-Aug-13,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Log/Stump,09-Aug-13,KWI2,VNA,Leskea polycarpa,Species,99000981,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Log/Stump,29-Jan-15,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Log/Stump,29-Jan-15,KWI2,Knieff's Hook-moss,Drepanocladus aduncus,Species,99001109,VNA,VNA,
Rotation 1,1306,2013,28-May-13,SVE,NW,Log/Stump,09-Aug-13,KWI2,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
